Original Title,Language,Text
Chernobyl disaster,fr,"La catastrophe nucléaire de Tchernobyl [ t͡ʃɛʁnɔbil] (de l'ukrainien :  Чорнобильська катастрофа [ t͡ʃɔrˈnɔbɪlsʲkə kətɐˈstrofə]) est un accident nucléaire majeur qui a commencé le 26 avril 1986 dans la centrale nucléaire V.I. Lénine, située à l'époque en République socialiste soviétique d'Ukraine en URSS. Il s'agit de la plus grave catastrophe nucléaire du XXe siècle, classée au niveau 7, le plus élevé, de l'échelle internationale des événements nucléaires (INES), surpassant, d'après l'Institut de radioprotection et de sûreté nucléaire (IRSN), par ses impacts environnementaux immédiats l’accident nucléaire de Fukushima de 2011, classé au même niveau. L’IRSN mentionne pour ces accidents des effets sanitaires potentiels, une contamination durable de territoires et d’importantes conséquences économiques et sociales.
L'accident a été provoqué par l'augmentation incontrôlée de la puissance du réacteur no 4 conduisant à la fusion du cœur. Cela a entraîné le craquage de l'eau des circuits de refroidissement conduisant par la suite à une explosion et la libération d'importantes quantités d’éléments radioactifs dans l’atmosphère, provoquant une très large contamination de l'environnement, et de nombreux décès et maladies survenus immédiatement ou à long terme du fait des irradiations ou contaminations.

 
Les conséquences sanitaires de la catastrophe de Tchernobyl, controversées, sont importantes aussi bien sur le plan sanitaire, écologique, économique que politique. Plus de 200 000 personnes ont été définitivement évacuées. Le nombre de morts directement liés à la catastrophe, objet de controverses, varie selon les sources de 200 (décès d'origine radiologique avérés officiellement constatés par les Nations unies) à un peu moins d'un million. En 2016, l’Ukraine a formellement reconnu 35 000 décès directement liés à Tchernobyl. D'autres estimations font état de 150 000 « liquidateurs » morts sur les 350 000 d’Ukraine,.
Gorbatchev, secrétaire général du Comité central du Parti communiste de l'Union soviétique au moment de la catastrophe, affirme en 2011 : « Nous n'avons pas encore pris toute la mesure de cette tragédie »."
Chernobyl disaster,zh,"切尔诺贝利核事故（俄語：Авария на Чернобыльской АЭС，烏克蘭語：Чорнобильська катастрофа，英語：Chernobyl disaster），或簡稱車諾比事件，又譯 切爾諾貝爾核事故，是1986年4月26日於苏联烏克蘭普里皮亞季市切爾諾貝爾核電站发生的核反应堆破裂事故。該事故是歷史上最嚴重的核電事故，也是首例被國際核事件分級表評為最高第七級事件的特大事故。事故的主因為反應爐进行紧急停机后的後備供電測試时，因操作人員的訓練不足，最终使功率急剧增加，破坏反应堆。与早期各国核反应堆类似，RBMK-1000缺乏严重意外下的多重防护措施，設計缺陷使大量的輻射物質被釋放到環境中。最初发生的蒸氣爆炸導致兩人死亡，往後絕大部分受害者的病因及死因都歸咎於事故中釋放的高能輻射，然而輻射塵少量放射導致的影響依舊爭論不休。在苏联建成使用的与切尔诺贝利4号机组同型號的15座RBMK-1000反应堆中，除切尔诺贝利的4座于2000年前被相继关闭外，其余11座均运行至今，预计在2019年后逐步关闭。
1986年4月26日凌晨1時23分47秒（UTC+3），乌克兰苏维埃社会主义共和国普里皮亚季鄰近的車諾比核電廠的第四號反應爐發生爆炸。連續的爆炸引发大火並釋放大量高能量輻射物質到大氣層，這些輻射性塵埃覆蓋了大面积區域。這次災難所釋放出的輻射劑量是二戰時期廣島原子彈爆炸的400倍以上。被核輻射塵污染的雲層飄往众多地区，包括前蘇聯西部的部分地區、西歐、東歐、斯堪地那維亞半島、不列顛群島和北美東部部分地區。此外，烏克蘭、白俄羅斯及俄羅斯境內均受到嚴重的核污染，超過336,000名的居民被迫撤離。前蘇聯官方的報告表示，約60%受到輻射塵污染的地區皆位於白俄罗斯境內。經濟上，這場災難總共损失大概两千亿美元（已计算通货膨胀），是近代歷史中代價最大的災難。這次意外引起了全世界對於蘇聯核電工業上的安全顧慮，并減緩了一系列的核電工程進度。同時，此事件令蘇聯政府的訊息公佈更趨透明化。蘇聯解體後的獨聯體及各獨立國家，包括俄羅斯、烏克蘭、白俄羅斯，至今仍為切尔诺贝利事件所遺留下來的污染問題付出極大的代價，以切尔诺贝利核电站为中心半径30公里内的大片乌克兰和白俄罗斯领土至今仍被两国政府列为管制区。此次事故對當地乃至全球生態造成了難以想像的負面影響，僅事件所造成的死亡人數就因多種原因難以精確計算，其中前蘇聯時期的刻意隱瞞，使得統計工作變得非常困難。事實上，前蘇聯當局在事件發生後不久，就禁止醫生在死亡證明文件上提及「放射线」的死因事實。
由國際原子能總署和世界衛生組織所主導的切尔诺贝利论坛在2005年所提出的車諾比事件報告中，共56人死亡（47名救災人員，9名罹患甲狀腺癌的兒童），並估算暴露在高度輻射物質下的大約60萬人中，將額外有4,000人將死於癌症。此数据包括已診斷出的4,000名兒童甲狀腺癌將造成的死亡數字（依據白俄羅斯的經驗，此癌存活率接近99%）。綠色和平組織所估計的總傷亡人數是93,000人，但引用在一份最新出爐的報告中的數據指出發生在白俄羅斯、俄羅斯及烏克蘭單獨事件在1990年到2004年間可能已經造成20萬起的額外死亡，但此數字來源並非來自經過同儕審查的學術論文。儘管疏散區域和某些限制地區還有些管制，但是大多數的受影響區域已經被認為可以安全地居住和進行經濟活動，針對此地附近的廢棄都市進行「輻射觀光」的金額還在逐步成長。"
Joker (2019 film),en,"Joker is a 2019 American psychological thriller film directed and produced by Todd Phillips, who co-wrote the screenplay with Scott Silver. The film, based on DC Comics characters, stars Joaquin Phoenix as the Joker and provides a possible origin story for the character. Set in 1981, it follows Arthur Fleck, a failed stand-up comedian whose descent into insanity and nihilism inspires a violent counter-cultural revolution against the wealthy in a decaying Gotham City. Robert De Niro, Zazie Beetz, Frances Conroy, Brett Cullen, Glenn Fleshler, Bill Camp, Shea Whigham, and Marc Maron appear in supporting roles. Joker was produced by Warner Bros. Pictures, DC Films, and Joint Effort, in association with Bron Creative and Village Roadshow Pictures, and distributed by Warner Bros.
Phillips conceived Joker in 2016 and wrote the script with Silver throughout 2017. The two were inspired by 1970s character studies and the films of Martin Scorsese (particularly Taxi Driver and The King of Comedy), who was initially attached to the project as a producer. The graphic novel Batman: The Killing Joke (1988) was the basis for the premise, but otherwise Phillips and Silver did not look to specific comics for inspiration. Phoenix became attached in February 2018 and was cast that July, while the majority of the cast signed on by August. Principal photography took place in New York City, Jersey City, and Newark, from September to December 2018. Joker is the first live-action theatrical Batman film to receive an R-rating from the Motion Picture Association of America, due to its violent and disturbing content.
Joker premiered at the 76th Venice International Film Festival on August 31, 2019, where it won the Golden Lion, and was released in the United States on October 4, 2019. The film polarized critics; while Phoenix's performance, the musical score, cinematography and production values were praised, the dark tone, portrayal of mental illness, and handling of violence divided opinion. Joker also generated concerns of inspiring real-world violence; the movie theater where the 2012 Aurora, Colorado mass shooting occurred during a screening of The Dark Knight Rises refused to show it. Despite this, the film became a major box office success, setting records for an October release. Joker has grossed over $1 billion, making it the first R-rated film to do so, the sixth-highest-grossing film of 2019, and the 31st-highest-grossing film of all time.
Joker received numerous accolades. At the 92nd Academy Awards, the film earned a leading 11 nominations, including Best Picture and Best Director, winning Best Actor for Phoenix and Best Original Score for Hildur Guðnadóttir. Phoenix and Guðnadóttir also won at the Golden Globe and BAFTA Award ceremonies."
Joker (2019 film),fr,"Joker est un thriller psychologique américain, coécrit et réalisé par Todd Phillips, sorti en 2019. Il raconte, dans une histoire originale, la transformation d'Arthur Fleck en Joker, un dangereux tueur psychopathe qui deviendra le plus grand ennemi de Batman.
Véritable triomphe au box-office mondial (plus d'un milliard de dollars de recettes), et bénéficiant de critiques élogieuses, il crée toutefois une polémique, notamment aux États-Unis, du fait de reproches d’apologie de la violence, laquelle demeure contestée par le réalisateur. 
Le film est présenté en compétition officielle à la Mostra de Venise 2019 où il reçoit le Lion d'or et est ovationné. Il est ensuite nominé près d'une trentaine de fois pour différentes catégories de récompenses (Oscars, Golden Globes, British Academy Film Awards, César du meilleur film étranger, etc.). Le jeu d'acteur de Joaquin Phoenix est particulièrement salué, cette performance lui valant de nombreuses récompenses dont le Golden Globe du meilleur acteur dans un film dramatique et l'Oscar du meilleur acteur. La compositrice Hildur Guðnadóttir reçoit également plusieurs prix dont le Golden Globe et l'Oscar de la meilleure musique de film."
Joker (2019 film),zh,"《小丑》（英語：Joker，香港译《JOKER小丑》，台湾译《小丑》）是一部於2019年上映的美國心理驚悚片，改編自DC漫畫旗下的同名角色，由陶德·菲利普斯執導並與史考特·席佛共同編劇，瓦昆·菲尼克斯、勞勃·狄尼洛、薩琪·畢茲和法蘭西絲·康諾主演。
自2014年，菲尼克斯對一部關於漫畫反派的低預算電影感興趣。在決定該片獨立於目前的DC擴展宇宙（DCEU）後，華納兄弟和DC影業於2017年8月宣佈了以小丑為中心的電影計劃，由菲利普斯執導和製片，並與席佛共同編寫劇本。其劇本靈感來自馬田·史高西斯的電影《的士司機》和《喜劇之王》。主體拍攝於2018年9月在紐約市進行，並在同年12月殺青。
《小丑》最先於2019年8月31日在第76屆威尼斯影展進行全球首映，而且贏得最高榮譽金獅獎，並於2019年10月4日在美國上映。本片的票房超過10億美元，成為史上第一部破10億美元的R級電影。在第77屆金球獎上，本片獲得2項大獎：菲尼克斯贏得最佳戲劇類電影男主角和希爾杜·古納多提瑞贏得最佳原創配樂獎。在第26屆美國演員工會獎上，菲尼克斯又再度贏得最佳男主角。在第73屆英國電影學院獎上，本片獲得3項獎：菲尼克斯贏得英國電影和電視藝術學院獎最佳男主角獎、希爾杜·古納多提瑞 贏得英國電影和電視藝術學院獎最佳原創音樂獎和莎娜·瑪科維茲 贏得英國電影和電視藝術學院獎最佳選角導演獎。在第92屆奧斯卡金像獎上，本片獲得2項大獎：菲尼克斯贏得最佳男主角以及古納多提瑞贏得最佳原創音樂。"
List of Marvel Cinematic Universe films,en,"The Marvel Cinematic Universe (MCU) films are a series of American superhero films produced by Marvel Studios based on characters that appear in publications by Marvel Comics. The MCU is the shared universe in which all of the films are set. The films have been in production since 2007, and in that time Marvel Studios has produced and released 23 films, with at least 14 more in various stages of development. It is the highest-grossing film franchise of all time, having grossed over $22.5 billion at the global box office. This includes Avengers: Endgame, which is the highest-grossing film of all time.
Kevin Feige has produced every film in the series, alongside Avi Arad for the first two releases, Gale Anne Hurd for The Incredible Hulk, Amy Pascal for the Spider-Man films, and Stephen Broussard for Ant-Man and the Wasp. The films are written and directed by a variety of individuals and feature large, often ensemble, casts. Many of the actors, including Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, and Jeremy Renner signed contracts to star in numerous films.
Marvel Studios releases its films in groups called ""Phases"". Their first film is Iron Man (2008), which was distributed by Paramount Pictures. Paramount also distributed Iron Man 2 (2010), Thor (2011) and Captain America: The First Avenger (2011), while Universal Pictures distributed The Incredible Hulk (2008). Walt Disney Studios Motion Pictures began distributing the series with the crossover film The Avengers (2012), which concluded Phase One. Phase Two comprises Iron Man 3 (2013), Thor: The Dark World (2013), Captain America: The Winter Soldier (2014), Guardians of the Galaxy (2014), Avengers: Age of Ultron (2015), and Ant-Man (2015).Captain America: Civil War (2016) is the first film of Phase Three, and is followed by Doctor Strange (2016), Guardians of the Galaxy Vol. 2 (2017), Spider-Man: Homecoming (2017), Thor: Ragnarok (2017), Black Panther (2018), Avengers: Infinity War (2018), Ant-Man and the Wasp (2018), Captain Marvel (2019), Avengers: Endgame (2019), and Spider-Man: Far From Home (2019). The first three phases are collectively known as ""The Infinity Saga"". The Spider-Man films are owned, financed, and distributed by Sony Pictures.
Phase Four will include Black Widow (2020), The Eternals (2020), Shang-Chi and the Legend of the Ten Rings (2021), Doctor Strange in the Multiverse of Madness (2021), a third Spider-Man film (2021), and Thor: Love and Thunder (2021). The phase will feature these films, as well as eight announced television event series for the streaming service Disney+. Black Panther II (2022) is also in development, along with three additional films for 2022 and four films for 2023."
List of Marvel Cinematic Universe films,fr,"La liste des films produits par l'univers cinématographique Marvel présente des films produits par Marvel Studios depuis 2008. Ces films sont des adaptations de bandes-dessinées publiées par Marvel Entertainment. Depuis le premier film Iron Man sorti en 2008, vingt-deux autres films ont vu le jour. Il s'agit à ce jour de la franchise de films la plus rentable de l'histoire du cinéma, cumulant plus de 20 milliards de dollars de recettes au box-office. Le président de Marvel Studios, Kevin Feige, a produit tous les films jusqu'à présent. Le producteur Avi Arad a participé aux deux premiers films et Gale Anne Hurd a également produit L'Incroyable Hulk (2008). La femme d'affaires Amy Pascal a, quant à elle, produit les trois volets de Spider-Man. 
Les films sont produits par une multitude de réalisateurs et équipes techniques qui reviennent régulièrement. De nombreux acteurs comme Robert Downey Jr., Chris Evans, Chris Hemsworth, Scarlett Johansson ou Samuel L. Jackson sont engagés pour apparaître dans beaucoup de films. Le premier film de l'univers cinématographique Marvel, Iron Man (2008), est distribué par Paramount Pictures qui distribuera tous les films jusqu'à Captain America : First Avenger (2011), exception faite de L'incroyable Hulk (2008), distribué lui par Universal Pictures. The Walt Disney Company distribue tous les films depuis Avengers (2012), sauf pour ceux mettant en vedette Spider-Man à partir de 2017. Suite à un accord avec Sony Pictures, le personnage (incarné désormais par Tom Holland) rejoint la saga Avengers distribué par Disney dans Captain America: Civil War en 2016. L'année suivante, Sony Pictures reste le distributeur de l'Homme araignée pour le film Spider-Man: Homecoming et ses potentielles suites, dont Spider-Man: Far From Home (2019), intégrés dans l'univers cinématographique Marvel.
En 2019, The Walt Disney Company achète le studio 20th Century Fox et donc les droits d'adaptation allant de pair pour de possibles futurs films sur les Quatre Fantastiques et les mutants X-Men, intégrés dans l'Univers cinématographique Marvel. Sorti en 2020, le film Les Nouveaux Mutants constitue ainsi la conclusion de la saga X-Men produite par la 20th Century Fox et lancée en 2000 par Bryan Singer avec X-Men."
List of Marvel Cinematic Universe films,zh,"漫威電影宇宙系列電影是美國超級英雄電影系列，根據漫威漫畫出版刊物中的角色進行改編。這些電影自2007年起開始製作，至今漫威工作室已出品了23部電影，另有十多部影片正處於不同的製作階段。該系列至今已在全球累積了超過183億美元的票房成績，使其成為有史以來所有系列電影中票房收入最高的電影專營權。
奇雲·費治是所有漫威電影宇宙系列作品的製片人，阿維·阿拉德被列入製片人並製作了兩齣2008年出品的電影，以及成為《蜘蛛俠：強勢回歸》的執行製片人，蓋兒·安妮·赫德也是製片人，她製作了《新變形俠醫》，而艾米·帕斯卡爾製作《蜘蛛俠》的電影。這些電影由各式各樣不同的人擔任導演及編劇，並且有大型的劇組人員和經常合演的演員陣容，包括小罗伯特·唐尼、基斯·伊雲斯、克里斯·海姆斯沃斯、森姆·積遜及施嘉莉·祖安遜已簽約為多部電影演出。
漫威電影宇宙的開山之作是《鐵甲奇俠》（2008年），該片由派拉蒙電影發行。派拉蒙電影隨後也發行《鐵甲奇俠2》（2010年）、《雷神奇俠》（2011年）和《美国队长》（2011年）；而環球影業則發行了2008年的《新變形俠醫》。華特迪士尼工作室電影從2012年的跨界電影《復仇者聯盟》開始接手發行此電影系列，此電影也納入到該系列的第一階段。
第二階段的電影包括《鐵甲奇俠3》（2013年）、《雷神2：黑暗世界》（2013年）、《美國隊長2》（2014年）、《銀河守護隊》（2014年）以及2015年電影《復仇者聯盟2：奧創紀元》和《蟻俠》。
2016年電影《美國隊長3：英雄內戰》是該系列第三階段的開始，隨後依次是《奇异博士》（2016年）、《銀河守護隊2》（2017年）、《蜘蛛俠：強勢回歸》（2017年）、《雷神索爾3：諸神黃昏》（2017年）、《黑豹》（2018年）、《復仇者聯盟3：無限之戰》（2018年）、《蟻俠與黃蜂女》（2018年）、《驚奇隊長》（2019年）和《復仇者聯盟4：終局之戰》（2019年），緊隨其後上映的2019年電影《蜘蛛人：離家日》仍會納入這個階段。前三個階段共23部影片合稱為「無限傳奇」系列。
在第四階段，漫威計劃於2020年推出《黑寡婦》個人電影和新引入的超級英雄影片《永恆族》，於2021年推出超級英雄起源電影《尚氣與十環幫傳奇》，以及續集電影《奇異博士2》和《雷神索爾4》。漫威已經為2022年和2023年分別留有四部影片的檔期，其中包括《黑豹2》。《星際異攻隊3》和《驚奇隊長2》等續集電影以及《刀鋒戰士》、《驚奇4超人》和《變種人》等重啟電影已處於不同的開發階段。此外，由漫威影業製作的8部電視劇集亦屬於第四階段，將在線上串流平台迪士尼+播出。
索尼影視娛樂負責兩部蜘蛛俠系列影片的發行和製作，並擁有最終的創意控制權。2019年8月，漫威與索尼未達成進一步合作協議，索尼擁有版權的蜘蛛俠及相關角色將不再出現於漫威電影宇宙後續電影中。同年9月，雙方終於達成共識，蜘蛛人將留在漫威電影宇宙之中。"
Billie Eilish,en,"Billie Eilish Pirate Baird O'Connell ( EYE-lish; born December 18, 2001) is an American singer and songwriter. She first gained media attention in 2016 when she uploaded the song ""Ocean Eyes"" to SoundCloud, and it was subsequently released by Interscope Records subsidiary Darkroom. The song was written and produced by her brother Finneas, with whom she collaborates on music and live shows. Her debut EP, Don't Smile at Me (2017), reached the top 15 in the US, UK, Canada, and Australia.
Eilish's debut studio album, When We All Fall Asleep, Where Do We Go? (2019), debuted atop the Billboard 200 and became the best-performing album of 2019 in the US. It also reached number one in the UK. The album contains six Billboard Hot 100 top 40 singles: ""When the Party's Over"", ""Bury a Friend"", ""Wish You Were Gay"", ""Xanny"", ""Everything I Wanted"", and ""Bad Guy"", the last of which became her first number-one single in the US.
Her accolades include five Grammy Awards, two American Music Awards, two Guinness World Records, three MTV Video Music Awards, and one Brit Award. She is the youngest person and second person ever to win the four main Grammy categories, Best New Artist, Record of the Year, Song of the Year, and Album of the Year in the same year. In 2019, TIME placed her on their inaugural Time 100 NEXT list."
Billie Eilish,fr,"Billie Eilish Pirate Baird O'Connell dite Billie Eilish, née le 18 décembre 2001 à Los Angeles, en Californie, est une chanteuse auteure-compositrice-interprète américaine.
Son premier single, Ocean Eyes, sorti en mars 2016, rencontre un franc succès, enregistrant près de 87 millions d'écoutes durant le mois de juillet 2016. Son premier EP, Don't Smile at Me, est sorti en août 2017. Deux mois plus tard, suite au succès de l'EP, Apple fait de Billie Eilish sa nouvelle artiste Apple Music Up next.
En mars 2019, sort son premier album, When We All Fall Asleep, Where Do We Go? (traduisible par « Quand nous nous endormons tous, où allons-nous ? ») dont Finneas O'Connell, son frère, a co-composé et produit les quatorze titres avec son aide. Cet album a été classé no 1 du Billboard 200 américain et enregistre sur les plateformes d'écoute le troisième plus grand nombre de diffusions en continu pour un album d'une artiste féminine (équivalentes à 313 000 unités vendues), plus 170 000 ventes d'albums « physiques ». Il s'est aussi classé en première place au Royaume-Uni, au Canada et en Australie. L'album comporte entre autres les quatre singles suivants : When the Party's Over, Bury a Friend, Wish You Were Gay et Bad Guy.
En janvier 2020, Billie et Finneas remportent ensemble cinq prix pour ce premier album lors de la 62e cérémonie des Grammy Awards, dont les quatre prix majeurs : Grammy Award du meilleur nouvel artiste, de l'album de l'année ainsi que de la chanson de l'année et de l'enregistrement de l'année pour le single Bad Guy.
La RIAA, comptabilise sept singles d'or et deux de platine pour Billie Eilish en juin 2019. Elle a en outre été la première musicienne née au XXIe siècle à être en tête du Billboard Hot 100, ainsi que la plus jeune chanteuse figurant en tête de ce classement en dix ans, depuis Demi Lovato. Début 2020, elle est choisie pour composer et interpréter la chanson homonyme du nouveau film de James Bond, No Time to Die (Mourir peut attendre en version française), qui sort en avril 2020. La chanson thème, No Time to Die, sort le 13 février 2020 et elle l'interprète pour la première fois lors des Brit Awards 2020 cinq jours plus tard."
